INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nickie','Summerson','1975-12-01','F','VN',1,'asset handler','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hermione','Carragher','2004-10-04','F','PT',9,'demolitions expert','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Billi','Bremond','1998-04-14','F','MN',9,'psychological warfare specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dione','Yakubovich','1957-08-28','F','RS',2,'combat specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carrie','Sainsbury-Brown','2001-09-22','F','NG',4,'cyber operative','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sallyanne','Melwall','2003-09-26','F','CN',4,'survivalist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ericka','Harley','1976-06-21','F','PH',8,'intelligence analyst','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mireielle','McGarrahan','1972-12-13','F','NL',2,'medical specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adela','Kilmister','1963-01-20','F','CN',6,'agent in place','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Morie','Pember','1967-01-14','M','CI',4,'rogue hunter','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rainer','Marsh','1972-07-26','M','PS',1,'medical specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nathanael','Poone','2005-12-18','M','RU',6,'negotiation expert','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hillel','Storr','1985-03-01','M','BR',7,'asset handler','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dev','Wingrove','1999-01-10','M','ML',2,'communications specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Colline','Semon','1956-05-30','F','ID',8,'field operative','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Idalina','Hoult','1978-03-12','F','RU',8,'combat specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Stefano','Hardison','2003-12-25','M','GR',4,'demolitions expert','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lamont','Pigney','1976-11-24','M','CZ',10,'combat specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Payton','Gladeche','2000-08-27','M','TH',4,'demolitions expert','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Esme','Medlen','2001-01-07','F','SE',5,'undercover agent','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Roda','de Grey','1990-03-06','F','CN',7,'cyber operative','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Peirce','Ivantyev','2003-06-24','M','CZ',3,'psychological warfare specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ingelbert','Glawsop','1966-12-08','M','PH',9,'cyber operative','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Avictor','Garfitt','1972-01-12','M','AR',4,'underwater specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brockie','Shurrocks','1967-07-10','M','ID',1,'combat specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Torin','Carpmile','1957-01-16','M','GM',6,'psychological warfare specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Velvet','Dedden','1990-01-25','F','CO',4,'psychological warfare specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mord','Rein','1983-10-26','M','ID',3,'agent in place','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rosella','Ranvoise','2005-08-08','F','PK',10,'translator','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kirbie','Grout','1989-01-05','F','PE',1,'asset handler','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Alleyn','Halmkin','1994-04-27','M','AU',5,'interrogation specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Duff','Stubbings','1977-03-30','M','ID',6,'underwater specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Olivie','Cranstoun','1977-04-05','F','SE',9,'rogue hunter','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lorinda','Jochanany','1974-09-25','F','PH',7,'sniffer','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Noll','Shreeves','1989-03-31','M','TH',8,'cyber operative','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Amandi','Dinnis','1954-06-16','F','SE',7,'survivalist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Audry','Sutlieff','2003-12-25','F','MA',6,'sniper','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Starlene','Bendig','1957-05-29','F','RU',5,'communications specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Zared','Olivelli','1969-08-18','M','FR',5,'escape and evasion expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gibby','Ragsdall','1959-11-12','M','CN',7,'sniper','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Chelsy','Jelk','1982-12-18','F','CN',8,'interrogation specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Pat','Nan Carrow','1960-08-03','F','SY',7,'sniper','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Herold','Finder','1982-03-29','M','FR',1,'agent in place','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sukey','Murkus','1963-01-09','F','BD',5,'intelligence analyst','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Uriel','Waslin','1980-05-08','M','CZ',1,'intelligence analyst','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mick','Moyce','1990-06-30','M','BR',5,'sniper','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kyle','Abella','1985-02-11','F','US',6,'field operative','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dasha','Linnell','2000-02-16','F','WS',5,'communications specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ellis','Hedgeman','1962-03-07','M','CN',9,'asset handler','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Chastity','Goodisson','1987-01-24','F','AR',10,'technical specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carlene','Teresia','1957-06-19','F','GT',5,'underwater specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Antonino','Kieran','1957-09-20','M','PH',4,'negotiation expert','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jabez','Jemmett','2001-01-05','M','PT',10,'sniper','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ciro','Wilkowski','1977-01-09','M','ID',5,'translator','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mose','Trenam','1983-07-03','M','NO',6,'communications specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elfrieda','Vasentsov','1987-11-26','F','ID',8,'medical specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Trevar','Yair','1980-05-09','M','CO',4,'interrogation specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Fernande','Northleigh','1957-01-30','F','RU',9,'sniper','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tierney','Tolland','1965-04-20','F','BA',6,'technical specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Shauna','Dauney','1980-04-12','F','CN',3,'communications specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Diahann','Sooper','1978-09-05','F','PL',4,'rogue hunter','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Beltran','Blunn','1968-07-02','M','PH',6,'survivalist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Efrem','Leafe','1989-03-08','M','AR',8,'cyber operative','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jobina','Blabey','1978-02-11','F','PH',2,'intelligence analyst','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Birgitta','Aucourte','1967-06-03','F','NG',10,'agent in place','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tedd','Harcombe','1988-07-17','M','IE',6,'cyber operative','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brooks','Burnsides','1994-09-25','M','YE',7,'agent in place','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nonah','Bevans','1976-11-21','F','PH',3,'rogue hunter','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gilbertine','Labrow','1982-07-17','F','FR',9,'intelligence analyst','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nealon','Fishlee','1962-10-01','M','SE',8,'agent in place','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dian','Impey','1982-05-09','F','CN',7,'counterterrorism specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lyon','Heugh','1983-10-15','M','CN',1,'combat specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nanon','Egalton','2002-02-02','F','SD',3,'translator','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lilli','Northwood','1989-02-19','F','AR',4,'interrogation specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ambros','Alphonso','1983-07-14','M','CN',3,'agent in place','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nappy','Eard','1954-01-30','M','ID',7,'escape and evasion expert','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Laetitia','Jojic','1988-07-01','F','TH',3,'interrogation specialist','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jodie','Kmicicki','1993-12-05','F','US',4,'survivalist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eldon','Guarnier','1979-08-13','M','ZA',10,'assassin','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wolf','Tomala','1993-09-25','M','CO',7,'influence operations specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Taber','Vayne','1984-07-24','M','MA',1,'influence operations specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jacqui','Cuttles','1954-04-22','F','RU',7,'counterterrorism specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Arda','Raybould','1996-10-08','F','CN',3,'assassin','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kliment','Clemow','1970-06-21','M','BY',9,'influence operations specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Laurice','Geeson','1963-08-13','F','CN',9,'medical specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mariette','Sowden','1996-02-03','F','ID',1,'field operative','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mil','Sodor','2005-09-14','F','US',6,'counterterrorism specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Callida','Licciardo','1963-08-14','F','CN',3,'undercover agent','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Andris','Benting','2001-01-18','M','ET',1,'rogue hunter','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lev','Rough','1962-04-27','M','LV',5,'field operative','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ashely','Robez','1987-11-03','F','RU',6,'counterterrorism specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hercule','Marrion','1998-12-28','M','SE',2,'counterterrorism specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ilario','Borne','1994-07-16','M','CA',8,'psychological warfare specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dulsea','Stickney','1973-11-09','F','PH',10,'sniffer','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Diana','Folomkin','2005-05-31','F','ID',4,'asset handler','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gwenni','McVee','1977-03-24','F','SE',6,'medical specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jillane','Pavia','1989-02-18','F','NG',1,'cyber operative','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Caryn','Ashburner','1976-03-19','F','ID',10,'translator','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Alexandro','Rattray','2000-10-17','M','HN',5,'counterterrorism specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Uri','Fidelus','1969-09-28','M','UA',10,'rogue hunter','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Melany','Wenban','1960-11-28','F','HT',7,'combat specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Myrle','Asee','1997-05-16','F','BR',9,'cyber operative','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Thorin','McMenemy','1955-04-30','M','CN',2,'influence operations specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tessie','Danbi','1958-11-06','F','CN',2,'field operative','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Cecelia','Gayther','1999-01-05','F','CN',8,'communications specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rosina','Hasselby','1975-09-30','F','CN',1,'counterintelligence agent','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Cam','Redemile','1961-09-14','M','JP',6,'assassin','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aylmar','Addionisio','1992-11-17','M','ID',5,'technical specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emalee','Exon','1960-12-09','F','PL',7,'communications specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Minna','Lerwell','1988-10-25','F','CN',2,'medical specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wendi','Tuft','1988-07-26','F','US',6,'technical specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sorcha','Abrashkin','1975-11-19','F','CN',9,'rogue hunter','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Francisca','Vizor','1955-10-25','F','ID',9,'rogue hunter','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Luelle','Royds','1991-12-23','F','MT',3,'infiltration expert','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lesli','Chirm','1987-02-02','F','DE',4,'sniffer','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Leopold','Brend','1994-04-15','M','CN',7,'influence operations specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rutger','Slocumb','1992-12-11','M','CA',4,'counterterrorism specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marris','Fulun','1955-06-25','F','LV',4,'undercover agent','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rosina','Londsdale','1998-02-11','F','MX',5,'influence operations specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adelbert','Shepland','1976-04-02','M','PS',10,'psychological warfare specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Starlin','Oakden','1997-07-03','F','MX',5,'combat specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Shalom','Brockest','1986-03-24','M','ID',4,'underwater specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Giovanna','Diaper','1981-02-06','F','BY',7,'psychological warfare specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Berti','Candie','1958-03-10','M','PL',9,'communications specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Baldwin','Worley','1955-01-10','M','CN',6,'agent in place','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Annabell','Wardlaw','1981-09-04','F','ID',5,'undercover agent','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carmelita','Napoli','1981-11-24','F','AZ',1,'asset handler','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kimberly','Weathey','2002-10-26','F','CN',9,'assassin','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Clemence','Wyper','1960-10-31','F','UA',4,'cyber operative','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Randolf','Salsberg','1986-11-04','M','EG',6,'counterintelligence agent','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Donall','Daburn','1966-05-03','M','ET',3,'psychological warfare specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Fletch','Copo','1981-02-26','M','FR',5,'assassin','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carce','Pala','1984-01-19','M','PE',3,'demolitions expert','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Myrtle','Shimony','1978-05-14','F','ID',7,'counterterrorism specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carin','Ketchaside','1958-11-11','F','PH',9,'sniper','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Andromache','Bucklan','1996-07-27','F','PL',5,'infiltration expert','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hugibert','Langan','1959-09-10','M','ID',3,'cyber operative','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Florentia','Faughny','1974-02-26','F','ID',5,'technical specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Josh','Hitschke','1957-11-04','M','CN',6,'technical specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wood','Noblet','1973-12-12','M','ZA',8,'sniper','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Duky','Fairbairn','1988-03-22','M','BR',9,'counterterrorism specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lacy','Amburgy','1978-03-20','F','PT',1,'sniper','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Scottie','Skouling','1965-04-05','M','MN',3,'influence operations specialist','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Pia','Benton','1974-05-23','F','PH',10,'psychological warfare specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wakefield','Pester','1976-12-30','M','FR',2,'demolitions expert','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Peri','Don','1962-04-22','F','FI',8,'field operative','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Annmaria','Blinkhorn','1967-05-07','F','CN',9,'assassin','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tamarah','Elsie','1978-02-11','F','TH',5,'influence operations specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mandie','Assur','1968-08-26','F','VN',9,'sniffer','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Doug','Tattersfield','2004-08-05','M','RU',5,'medical specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Francisco','Foss','1984-02-06','M','ID',4,'counterterrorism specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sammy','Crosswaite','1989-03-19','M','PT',5,'influence operations specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Stirling','Frostdick','1980-08-15','M','VN',5,'assassin','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nicholle','Brassill','1981-12-03','F','PT',7,'intelligence analyst','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jenna','Oblein','1993-03-03','F','DO',5,'cyber operative','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Beulah','Ackland','1983-09-29','F','CN',4,'underwater specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eberhard','Kefford','1980-03-24','M','CN',2,'asset handler','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Avictor','Minor','2004-12-23','M','PL',10,'counterintelligence agent','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Odie','Hardison','2003-10-02','M','RU',6,'sniper','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Itch','Garn','1987-06-17','M','PH',4,'rogue hunter','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Christopher','Piccard','1980-11-17','M','JO',1,'escape and evasion expert','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wenona','MacCaffery','2000-06-23','F','PH',4,'asset handler','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tucker','Howard - Gater','1959-11-22','M','CN',4,'field operative','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Alexandr','De Cleyne','1981-07-16','M','CN',3,'psychological warfare specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Raphael','Crollman','2002-12-28','M','BR',5,'assassin','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Fedora','Helsby','1963-03-05','F','SE',3,'infiltration expert','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rosabella','Costerd','1984-03-03','F','RU',7,'underwater specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nicolina','Arlt','1994-07-31','F','BR',1,'counterterrorism specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tamqrah','Valintine','1981-09-30','F','HN',3,'communications specialist','interrogation');
